State,District_Name_x,Crop,Year,Season_x,Area,Production,Yield,Season_y,avg_temp,max_temp,min_temp,total_rainfall,District_Name_y
Odisha,ANUGUL,Arhar/Tur,1997,Summer     ,469.0,115.0,0.25,Summer,31.696393442622952,45.56,18.99,135.95,ANUGUL
Odisha,ANUGUL,Arhar/Tur,1999,Kharif     ,7960.0,5010.0,0.63,Kharif,26.761830065359476,41.06,16.73,1217.58,ANUGUL
Odisha,ANUGUL,Arhar/Tur,2000,Kharif     ,8930.0,6430.0,0.72,Kharif,26.927124183006537,37.95,15.42,856.98,ANUGUL
Odisha,ANUGUL,Arhar/Tur,2002,Kharif     ,8730.0,6050.0,0.69,Kharif,27.20516339869281,41.7,15.52,1014.24,ANUGUL
Odisha,ANUGUL,Arhar/Tur,2003,Kharif     ,9500.0,6500.0,0.68,Kharif,27.46091503267974,46.23,18.55,1639.26,ANUGUL
Odisha,ANUGUL,Arhar/Tur,2019,Kharif     ,9250.0,9570.0,1.03,Kharif,28.009477124183004,44.59,19.5,1228.54,ANUGUL
Odisha,BALANGIR,Arhar/Tur,1997,Summer     ,482.0,111.0,0.23,Summer,31.85295081967213,45.71,19.1,110.67,BALANGIR
Odisha,BALANGIR,Arhar/Tur,1999,Kharif     ,12290.0,5710.0,0.46,Kharif,26.255359477124184,41.97,16.6,1190.41,BALANGIR
Odisha,BALANGIR,Arhar/Tur,2000,Kharif     ,12470.0,7320.0,0.59,Kharif,26.41045751633987,39.06,15.76,830.75,BALANGIR
Odisha,BALANGIR,Arhar/Tur,2001,Kharif     ,10010.0,4750.0,0.47,Kharif,26.027385620915034,39.61,16.64,1395.77,BALANGIR
Odisha,BALANGIR,Arhar/Tur,2002,Kharif     ,7680.0,4850.0,0.63,Kharif,26.75392156862745,40.82,14.56,874.9,BALANGIR
Odisha,BALANGIR,Arhar/Tur,2003,Kharif     ,9160.0,7140.0,0.78,Kharif,27.050718954248367,46.25,18.94,1608.45,BALANGIR
Odisha,BALANGIR,Arhar/Tur,2019,Kharif     ,8600.0,10310.0,1.2,Kharif,27.52176470588235,44.74,19.76,1336.73,BALANGIR
Odisha,BALESHWAR,Arhar/Tur,1997,Summer     ,3913.0,646.0,0.17,Summer,30.011803278688525,42.57,19.57,202.87,BALESHWAR
Odisha,BALESHWAR,Arhar/Tur,1999,Kharif     ,310.0,200.0,0.65,Kharif,27.614705882352943,38.93,20.2,1398.49,BALESHWAR
Odisha,BALESHWAR,Arhar/Tur,2000,Kharif     ,290.0,150.0,0.52,Kharif,27.601830065359476,34.55,18.02,1103.87,BALESHWAR
Odisha,BALESHWAR,Arhar/Tur,2001,Kharif     ,270.0,170.0,0.63,Kharif,27.608888888888888,34.57,21.44,1423.53,BALESHWAR
Odisha,BALESHWAR,Arhar/Tur,2002,Kharif     ,180.0,120.0,0.67,Kharif,28.02222222222222,41.43,18.75,1043.84,BALESHWAR
Odisha,BALESHWAR,Arhar/Tur,2003,Kharif     ,150.0,90.0,0.6,Kharif,28.260065359477125,41.53,21.0,1397.32,BALESHWAR
Odisha,BARGARH,Arhar/Tur,1997,Summer     ,831.0,288.0,0.35,Summer,32.81311475409836,46.47,18.77,80.45,BARGARH
Odisha,BARGARH,Arhar/Tur,1999,Kharif     ,2090.0,1410.0,0.67,Kharif,27.131307189542486,42.96,16.54,1265.69,BARGARH
Odisha,BARGARH,Arhar/Tur,2000,Kharif     ,2310.0,1670.0,0.72,Kharif,27.722745098039216,41.75,16.19,670.42,BARGARH
Odisha,BARGARH,Arhar/Tur,2001,Kharif     ,2420.0,2300.0,0.95,Kharif,26.98091503267974,41.39,17.19,1325.56,BARGARH
Odisha,BARGARH,Arhar/Tur,2002,Kharif     ,2200.0,1610.0,0.73,Kharif,27.91254901960784,43.56,14.8,755.11,BARGARH
Odisha,BARGARH,Arhar/Tur,2003,Kharif     ,2260.0,1770.0,0.78,Kharif,27.91281045751634,47.2,18.19,1641.55,BARGARH
Odisha,BARGARH,Arhar/Tur,2019,Kharif     ,2060.0,1900.0,0.92,Kharif,28.424836601307188,46.24,19.13,1328.55,BARGARH
Odisha,BHADRAK,Arhar/Tur,1997,Summer     ,2990.0,583.0,0.19,Summer,30.927868852459014,45.24,19.22,178.73,BHADRAK
Odisha,BHADRAK,Arhar/Tur,1999,Kharif     ,40.0,30.0,0.75,Kharif,27.17764705882353,40.63,18.34,1247.93,BHADRAK
Odisha,BHADRAK,Arhar/Tur,2000,Kharif     ,30.0,20.0,0.67,Kharif,27.10424836601307,37.31,16.34,1017.22,BHADRAK
Odisha,BHADRAK,Arhar/Tur,2001,Kharif     ,20.0,20.0,1.0,Kharif,27.07169934640523,34.25,19.1,1561.07,BHADRAK
Odisha,BHADRAK,Arhar/Tur,2002,Kharif     ,30.0,30.0,1.0,Kharif,27.527712418300652,42.89,16.62,1083.29,BHADRAK
Odisha,BHADRAK,Arhar/Tur,2003,Kharif     ,20.0,20.0,1.0,Kharif,27.823660130718952,44.57,19.27,1519.39,BHADRAK
Odisha,BOUDH,Arhar/Tur,1997,Summer     ,360.0,62.0,0.17,Summer,32.251639344262294,46.25,18.91,119.84,BOUDH
Odisha,BOUDH,Arhar/Tur,1999,Kharif     ,3190.0,2870.0,0.9,Kharif,26.755424836601307,41.92,16.35,1243.72,BOUDH
Odisha,BOUDH,Arhar/Tur,2000,Kharif     ,2930.0,2720.0,0.93,Kharif,27.045424836601306,39.63,15.82,818.04,BOUDH
Odisha,BOUDH,Arhar/Tur,2001,Kharif     ,2970.0,2670.0,0.9,Kharif,26.623529411764707,40.39,17.31,1514.83,BOUDH
Odisha,BOUDH,Arhar/Tur,2002,Kharif     ,3020.0,2110.0,0.7,Kharif,27.291633986928105,41.62,14.7,947.96,BOUDH
Odisha,BOUDH,Arhar/Tur,2003,Kharif     ,3610.0,1810.0,0.5,Kharif,27.534771241830065,46.77,18.89,1665.58,BOUDH
Odisha,BOUDH,Arhar/Tur,2019,Kharif     ,4810.0,4500.0,0.94,Kharif,28.12797385620915,45.23,19.51,1279.7,BOUDH
Odisha,CUTTACK,Arhar/Tur,1997,Summer     ,23111.0,4392.0,0.19,Summer,31.435409836065574,45.11,20.48,170.35,CUTTACK
Odisha,CUTTACK,Arhar/Tur,1999,Kharif     ,1240.0,1000.0,0.81,Kharif,27.342352941176472,40.01,18.25,1155.6200000000001,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2000,Kharif     ,1360.0,1070.0,0.79,Kharif,27.338823529411766,38.37,16.14,937.47,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2000,Rabi       ,30.0,20.0,0.67,Rabi,22.96388157894737,39.44,8.97,43.59,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2001,Kharif     ,1160.0,950.0,0.82,Kharif,27.181045751633985,35.21,18.31,1706.3999999999999,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2001,Rabi       ,40.0,30.0,0.75,Rabi,23.30205298013245,41.52,8.83,121.78999999999999,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2002,Kharif     ,890.0,720.0,0.81,Kharif,27.63248366013072,42.5,16.02,1146.13,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2003,Kharif     ,980.0,860.0,0.88,Kharif,27.903986928104576,44.14,18.92,1662.57,CUTTACK
Odisha,CUTTACK,Arhar/Tur,2019,Kharif     ,310.0,270.0,0.87,Kharif,28.22529411764706,43.13,20.5,1400.15,CUTTACK
Odisha,DEOGARH,Arhar/Tur,1997,Summer     ,181.0,58.0,0.32,Summer,31.274426229508197,45.31,18.27,110.8,DEOGARH
Odisha,DEOGARH,Arhar/Tur,1999,Kharif     ,550.0,340.0,0.62,Kharif,26.31921568627451,41.07,15.75,1267.61,DEOGARH
Odisha,DEOGARH,Arhar/Tur,2000,Kharif     ,440.0,220.0,0.5,Kharif,26.60065359477124,39.34,14.78,800.95,DEOGARH
Odisha,DEOGARH,Arhar/Tur,2001,Kharif     ,410.0,240.0,0.59,Kharif,26.27562091503268,39.38,16.49,1421.35,DEOGARH
Odisha,DEOGARH,Arhar/Tur,2002,Kharif     ,530.0,300.0,0.57,Kharif,26.823398692810454,41.57,15.49,922.87,DEOGARH
Odisha,DEOGARH,Arhar/Tur,2003,Kharif     ,670.0,400.0,0.6,Kharif,27.106470588235293,46.12,17.94,1566.69,DEOGARH
Odisha,DEOGARH,Arhar/Tur,2019,Kharif     ,2900.0,3120.0,1.08,Kharif,27.561045751633987,43.86,18.74,1259.51,DEOGARH
Odisha,DHENKANAL,Arhar/Tur,1997,Summer     ,904.0,203.0,0.22,Summer,31.435409836065574,45.11,20.48,170.35,DHENKANAL
Odisha,DHENKANAL,Arhar/Tur,1999,Kharif     ,6460.0,4210.0,0.65,Kharif,27.342352941176472,40.01,18.25,1155.6200000000001,DHENKANAL
Odisha,DHENKANAL,Arhar/Tur,2000,Kharif     ,6070.0,4490.0,0.74,Kharif,27.338823529411766,38.37,16.14,937.47,DHENKANAL
Odisha,DHENKANAL,Arhar/Tur,2002,Kharif     ,4220.0,3070.0,0.73,Kharif,27.63248366013072,42.5,16.02,1146.13,DHENKANAL
Odisha,DHENKANAL,Arhar/Tur,2003,Kharif     ,4620.0,3370.0,0.73,Kharif,27.903986928104576,44.14,18.92,1662.57,DHENKANAL
Odisha,DHENKANAL,Arhar/Tur,2019,Kharif     ,3050.0,2830.0,0.93,Kharif,28.22529411764706,43.13,20.5,1400.15,DHENKANAL
Odisha,GAJAPATI,Arhar/Tur,1999,Kharif     ,3840.0,2730.0,0.71,Kharif,26.55529411764706,36.57,20.59,886.45,GAJAPATI
Odisha,GAJAPATI,Arhar/Tur,2000,Kharif     ,3970.0,4020.0,1.01,Kharif,26.700718954248366,33.42,18.5,830.96,GAJAPATI
Odisha,GAJAPATI,Arhar/Tur,2001,Kharif     ,4370.0,3100.0,0.71,Kharif,26.713725490196076,33.49,19.53,1120.79,GAJAPATI
Odisha,GAJAPATI,Arhar/Tur,2002,Kharif     ,4360.0,4230.0,0.97,Kharif,26.94777777777778,37.78,17.2,848.8000000000001,GAJAPATI
Odisha,GAJAPATI,Arhar/Tur,2003,Kharif     ,4370.0,5030.0,1.15,Kharif,27.100392156862743,39.43,21.48,1380.05,GAJAPATI
Odisha,GAJAPATI,Arhar/Tur,2019,Kharif     ,3100.0,2810.0,0.91,Kharif,27.17274509803922,36.69,22.44,1388.69,GAJAPATI
Odisha,GANJAM,Arhar/Tur,1997,Summer     ,143.0,41.0,0.29,Summer,30.411639344262298,41.31,22.7,185.75,GANJAM
Odisha,GANJAM,Arhar/Tur,1999,Kharif     ,7950.0,2460.0,0.31,Kharif,27.723529411764705,35.42,21.42,1010.11,GANJAM
Odisha,GANJAM,Arhar/Tur,2000,Kharif     ,9690.0,8140.0,0.84,Kharif,27.94111111111111,33.61,20.89,894.4,GANJAM
Odisha,GANJAM,Arhar/Tur,2001,Kharif     ,11620.0,8600.0,0.74,Kharif,27.864117647058823,33.13,22.17,1518.16,GANJAM
Odisha,GANJAM,Arhar/Tur,2002,Kharif     ,9150.0,5780.0,0.63,Kharif,28.160849673202613,37.67,20.92,1066.33,GANJAM
Odisha,GANJAM,Arhar/Tur,2003,Kharif     ,11260.0,6820.0,0.61,Kharif,28.238627450980392,39.44,23.48,1574.69,GANJAM
Odisha,GANJAM,Arhar/Tur,2019,Kharif     ,15470.0,15750.0,1.02,Kharif,28.558954248366017,38.02,24.63,1508.28,GANJAM
Odisha,JAJAPUR,Arhar/Tur,1997,Summer     ,12688.0,3045.0,0.24,Summer,30.927868852459014,45.24,19.22,178.73,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,1999,Kharif     ,2250.0,780.0,0.35,Kharif,27.17764705882353,40.63,18.34,1247.93,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2000,Kharif     ,2890.0,1030.0,0.36,Kharif,27.10424836601307,37.31,16.34,1017.22,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2001,Kharif     ,2860.0,950.0,0.33,Kharif,27.07169934640523,34.25,19.1,1561.07,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2001,Rabi       ,170.0,80.0,0.47,Rabi,23.13728476821192,41.72,10.0,117.25,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2002,Kharif     ,1500.0,520.0,0.35,Kharif,27.527712418300652,42.89,16.62,1083.29,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2003,Kharif     ,2630.0,980.0,0.37,Kharif,27.823660130718952,44.57,19.27,1519.39,JAJAPUR
Odisha,JAJAPUR,Arhar/Tur,2019,Kharif     ,450.0,360.0,0.8,Kharif,28.139281045751638,42.06,20.77,1261.45,JAJAPUR
Odisha,JHARSUGUDA,Arhar/Tur,1997,Summer     ,55.0,21.0,0.38,Summer,32.3844262295082,45.66,18.64,75.85,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,1999,Kharif     ,230.0,140.0,0.61,Kharif,26.974640522875816,42.21,16.14,1265.85,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,2000,Kharif     ,280.0,160.0,0.57,Kharif,27.710849673202617,41.26,16.83,649.79,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,2001,Kharif     ,560.0,350.0,0.63,Kharif,26.809607843137254,40.0,16.57,1278.23,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,2002,Kharif     ,650.0,400.0,0.62,Kharif,27.802091503267974,43.26,14.72,740.0600000000001,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,2003,Kharif     ,580.0,370.0,0.64,Kharif,27.676993464052288,46.89,17.54,1594.75,JHARSUGUDA
Odisha,JHARSUGUDA,Arhar/Tur,2019,Kharif     ,310.0,320.0,1.03,Kharif,28.175882352941176,45.66,18.4,1291.57,JHARSUGUDA
Odisha,KALAHANDI,Arhar/Tur,1997,Summer     ,2376.0,444.0,0.19,Summer,31.624754098360654,45.56,18.65,110.51,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,1999,Kharif     ,19580.0,12820.0,0.65,Kharif,26.165032679738562,41.46,15.63,1107.1,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,2000,Kharif     ,20740.0,13650.0,0.66,Kharif,26.06483660130719,37.42,14.71,910.93,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,2001,Kharif     ,19700.0,11960.0,0.61,Kharif,25.830718954248365,39.6,17.08,1115.47,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,2002,Kharif     ,11640.0,6820.0,0.59,Kharif,26.633202614379087,40.08,15.52,757.03,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,2003,Kharif     ,18560.0,14400.0,0.78,Kharif,26.964117647058824,46.72,18.71,1352.67,KALAHANDI
Odisha,KALAHANDI,Arhar/Tur,2019,Kharif     ,19350.0,34520.0,1.78,Kharif,27.170065359477128,43.94,18.96,1391.37,KALAHANDI
Odisha,KANDHAMAL,Arhar/Tur,1999,Kharif     ,5200.0,4050.0,0.78,Kharif,25.178169934640525,39.71,16.49,1112.17,KANDHAMAL
Odisha,KANDHAMAL,Arhar/Tur,2000,Kharif     ,5350.0,4320.0,0.81,Kharif,25.20111111111111,35.96,15.06,887.27,KANDHAMAL
Odisha,KANDHAMAL,Arhar/Tur,2001,Kharif     ,5250.0,4350.0,0.83,Kharif,24.964771241830068,37.65,16.84,1309.17,KANDHAMAL
Odisha,KANDHAMAL,Arhar/Tur,2002,Kharif     ,5140.0,4360.0,0.85,Kharif,25.56359477124183,38.92,14.79,882.1,KANDHAMAL
Odisha,KANDHAMAL,Arhar/Tur,2003,Kharif     ,4910.0,4350.0,0.89,Kharif,25.974640522875816,45.19,18.44,1508.71,KANDHAMAL
Odisha,KANDHAMAL,Arhar/Tur,2019,Kharif     ,4570.0,3360.0,0.74,Kharif,26.34372549019608,42.35,19.32,1323.29,KANDHAMAL
Odisha,KENDRAPARA,Arhar/Tur,1997,Summer     ,7993.0,2030.0,0.25,Summer,30.698196721311476,43.35,21.41,179.84,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,1999,Kharif     ,160.0,150.0,0.94,Kharif,27.545490196078433,38.87,19.04,1181.08,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2000,Kharif     ,100.0,90.0,0.9,Kharif,27.50823529411765,37.22,17.15,999.66,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2001,Kharif     ,20.0,10.0,0.5,Kharif,27.469281045751636,34.18,19.07,1676.56,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2001,Rabi       ,80.0,50.0,0.63,Rabi,23.630132450331125,41.05,10.26,128.16,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2002,Kharif     ,40.0,40.0,1.0,Kharif,27.809019607843137,41.07,17.14,1144.49,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2003,Kharif     ,20.0,20.0,1.0,Kharif,28.13352941176471,41.43,19.74,1597.3,KENDRAPARA
Odisha,KENDRAPARA,Arhar/Tur,2019,Kharif     ,10.0,10.0,1.0,Kharif,28.303071895424836,39.28,21.1,1337.5,KENDRAPARA
Odisha,KENDUJHAR,Arhar/Tur,1997,Summer     ,125.0,27.0,0.22,Summer,30.270819672131147,43.85,17.25,131.4,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,1999,Kharif     ,9250.0,11010.0,1.19,Kharif,25.929803921568627,40.38,15.84,1273.13,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,2000,Kharif     ,8450.0,4990.0,0.59,Kharif,26.054117647058824,36.99,14.48,871.02,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,2001,Kharif     ,6250.0,4340.0,0.69,Kharif,25.891633986928106,37.5,16.79,1444.8,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,2002,Kharif     ,5110.0,3080.0,0.6,Kharif,26.337581699346405,41.21,15.23,984.92,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,2003,Kharif     ,7230.0,5540.0,0.77,Kharif,26.699150326797383,44.79,17.26,1505.8999999999999,KENDUJHAR
Odisha,KENDUJHAR,Arhar/Tur,2019,Kharif     ,2690.0,3030.0,1.13,Kharif,26.995686274509804,42.36,18.88,1276.78,KENDUJHAR
Odisha,KHORDHA,Arhar/Tur,1997,Summer     ,8174.0,629.0,0.08,Summer,30.417213114754098,41.64,22.36,182.57,KHORDHA
Odisha,KHORDHA,Arhar/Tur,1999,Kharif     ,880.0,430.0,0.49,Kharif,27.726993464052285,36.67,19.94,1101.69,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2000,Kharif     ,850.0,390.0,0.46,Kharif,27.865032679738565,35.73,18.42,945.24,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2000,Rabi       ,20.0,10.0,0.5,Rabi,24.13105263157895,36.52,12.18,40.89,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2001,Kharif     ,660.0,360.0,0.55,Kharif,27.768823529411765,33.61,20.92,1732.1,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2002,Kharif     ,710.0,260.0,0.37,Kharif,28.08967320261438,38.92,19.49,1178.34,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2002,Rabi       ,20.0,10.0,0.5,Rabi,23.750927152317878,37.09,12.44,83.36,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2003,Kharif     ,770.0,380.0,0.49,Kharif,28.227516339869283,38.96,21.79,1667.59,KHORDHA
Odisha,KHORDHA,Arhar/Tur,2019,Kharif     ,480.0,200.0,0.42,Kharif,28.496405228758167,38.59,23.11,1542.2,KHORDHA
Odisha,KORAPUT,Arhar/Tur,1997,Summer     ,24.0,7.0,0.29,Summer,28.73147540983607,41.9,17.82,138.23999999999998,KORAPUT
Odisha,KORAPUT,Arhar/Tur,1999,Kharif     ,6830.0,2050.0,0.3,Kharif,24.073790849673202,38.57,14.9,1320.47,KORAPUT
Odisha,KORAPUT,Arhar/Tur,2000,Kharif     ,5740.0,2040.0,0.36,Kharif,23.985098039215686,32.89,12.54,1183.77,KORAPUT
Odisha,KORAPUT,Arhar/Tur,2001,Kharif     ,5460.0,1930.0,0.35,Kharif,23.81908496732026,34.41,14.83,1150.99,KORAPUT
Odisha,KORAPUT,Arhar/Tur,2002,Kharif     ,5410.0,1830.0,0.34,Kharif,24.3159477124183,36.53,15.05,854.56,KORAPUT
Odisha,KORAPUT,Arhar/Tur,2003,Kharif     ,5360.0,2130.0,0.4,Kharif,24.868039215686274,43.53,16.06,1433.65,KORAPUT
Odisha,KORAPUT,Arhar/Tur,2019,Kharif     ,4410.0,4700.0,1.07,Kharif,24.773660130718955,39.59,17.75,1948.27,KORAPUT
Odisha,MALKANGIRI,Arhar/Tur,1997,Summer     ,11.0,1.0,0.09,Summer,30.621147540983607,44.48,19.65,128.15,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,1999,Kharif     ,4130.0,3140.0,0.76,Kharif,25.49490196078431,40.6,15.25,1190.3,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,2000,Kharif     ,3440.0,2150.0,0.63,Kharif,25.42169934640523,34.24,13.92,1057.29,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,2001,Kharif     ,2980.0,2260.0,0.76,Kharif,25.37464052287582,35.96,16.19,1045.34,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,2002,Kharif     ,1430.0,460.0,0.32,Kharif,25.83078431372549,36.12,14.56,818.71,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,2003,Kharif     ,2340.0,800.0,0.34,Kharif,26.180065359477126,45.86,16.94,1329.65,MALKANGIRI
Odisha,MALKANGIRI,Arhar/Tur,2019,Kharif     ,1180.0,850.0,0.72,Kharif,26.205751633986928,40.87,19.59,1760.13,MALKANGIRI
Odisha,MAYURBHANJ,Arhar/Tur,1997,Summer     ,550.0,145.0,0.26,Summer,29.36967213114754,43.21,16.26,147.81,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,1999,Kharif     ,7360.0,5150.0,0.7,Kharif,25.573529411764707,39.45,15.16,1374.98,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,2000,Kharif     ,7830.0,5860.0,0.75,Kharif,25.60267973856209,36.11,14.21,940.98,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,2001,Kharif     ,6270.0,5270.0,0.84,Kharif,25.48267973856209,36.38,17.12,1375.41,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,2002,Kharif     ,5740.0,4220.0,0.74,Kharif,25.857385620915032,40.14,14.2,1042.19,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,2003,Kharif     ,7100.0,5330.0,0.75,Kharif,26.38705882352941,42.74,16.64,1310.64,MAYURBHANJ
Odisha,MAYURBHANJ,Arhar/Tur,2019,Kharif     ,5800.0,4810.0,0.83,Kharif,26.67045751633987,41.72,17.22,1261.97,MAYURBHANJ
Odisha,NABARANGPUR,Arhar/Tur,1997,Summer     ,52.0,9.0,0.17,Summer,28.73147540983607,41.9,17.82,138.23999999999998,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,1999,Kharif     ,4650.0,3770.0,0.81,Kharif,24.073790849673202,38.57,14.9,1320.47,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,2000,Kharif     ,5570.0,4570.0,0.82,Kharif,23.985098039215686,32.89,12.54,1183.77,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,2001,Kharif     ,4890.0,3900.0,0.8,Kharif,23.81908496732026,34.41,14.83,1150.99,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,2002,Kharif     ,3380.0,2350.0,0.7,Kharif,24.3159477124183,36.53,15.05,854.56,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,2003,Kharif     ,3910.0,1880.0,0.48,Kharif,24.868039215686274,43.53,16.06,1433.65,NABARANGPUR
Odisha,NABARANGPUR,Arhar/Tur,2019,Kharif     ,1250.0,1130.0,0.9,Kharif,24.773660130718955,39.59,17.75,1948.27,NABARANGPUR
Odisha,NAYAGARH,Arhar/Tur,1997,Summer     ,754.0,85.0,0.11,Summer,31.327540983606557,44.45,20.83,173.22,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,1999,Kharif     ,1120.0,670.0,0.6,Kharif,27.25457516339869,38.2,18.86,1071.82,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,2000,Kharif     ,1350.0,860.0,0.64,Kharif,27.34627450980392,36.32,17.15,911.6,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,2001,Kharif     ,1390.0,1780.0,1.28,Kharif,27.1537908496732,34.76,19.16,1643.17,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,2002,Kharif     ,1280.0,1550.0,1.21,Kharif,27.581568627450977,40.67,18.2,1118.07,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,2003,Kharif     ,1340.0,820.0,0.61,Kharif,27.817581699346405,43.51,20.57,1629.98,NAYAGARH
Odisha,NAYAGARH,Arhar/Tur,2019,Kharif     ,1000.0,890.0,0.89,Kharif,28.25751633986928,42.45,21.88,1401.3600000000001,NAYAGARH
Odisha,NUAPADA,Arhar/Tur,1997,Summer     ,1326.0,229.0,0.17,Summer,32.457868852459015,46.16,18.94,69.69,NUAPADA
Odisha,NUAPADA,Arhar/Tur,1999,Kharif     ,8040.0,4420.0,0.55,Kharif,26.57941176470588,43.31,14.29,1044.12,NUAPADA
Odisha,NUAPADA,Arhar/Tur,2000,Kharif     ,9700.0,1940.0,0.2,Kharif,26.487843137254902,41.56,14.82,861.41,NUAPADA
Odisha,NUAPADA,Arhar/Tur,2001,Kharif     ,8000.0,3840.0,0.48,Kharif,26.016797385620915,40.94,14.78,1164.07,NUAPADA
Odisha,NUAPADA,Arhar/Tur,2002,Kharif     ,5370.0,2040.0,0.38,Kharif,27.110457516339867,42.58,14.93,748.96,NUAPADA
Odisha,NUAPADA,Arhar/Tur,2003,Kharif     ,8740.0,3020.0,0.35,Kharif,27.260065359477125,47.64,15.73,1412.87,NUAPADA
Odisha,NUAPADA,Arhar/Tur,2019,Kharif     ,5040.0,5550.0,1.1,Kharif,27.394444444444446,44.69,18.84,1582.43,NUAPADA
Odisha,PURI,Arhar/Tur,1997,Summer     ,1689.0,201.0,0.12,Summer,30.417213114754098,41.64,22.36,182.57,PURI
Odisha,PURI,Arhar/Tur,1999,Kharif     ,50.0,20.0,0.4,Kharif,27.726993464052285,36.67,19.94,1101.69,PURI
Odisha,PURI,Arhar/Tur,2000,Kharif     ,20.0,10.0,0.5,Kharif,27.865032679738565,35.73,18.42,945.24,PURI
Odisha,RAYAGADA,Arhar/Tur,1997,Summer     ,24.0,3.0,0.13,Summer,29.02901639344262,42.65,17.05,115.85000000000001,RAYAGADA
Odisha,RAYAGADA,Arhar/Tur,1999,Kharif     ,9420.0,5470.0,0.58,Kharif,24.055816993464052,38.18,15.32,1099.37,RAYAGADA
Odisha,RAYAGADA,Arhar/Tur,2000,Kharif     ,17510.0,13870.0,0.79,Kharif,23.96450980392157,32.24,13.02,1024.67,RAYAGADA
Odisha,RAYAGADA,Arhar/Tur,2001,Kharif     ,19000.0,12330.0,0.65,Kharif,23.945620915032677,34.02,14.62,975.89,RAYAGADA
Odisha,RAYAGADA,Arhar/Tur,2002,Kharif     ,18540.0,12890.0,0.7,Kharif,24.417124183006536,37.32,15.4,766.62,RAYAGADA
Odisha,RAYAGADA,Arhar/Tur,2003,Kharif     ,18900.0,17140.0,0.91,Kharif,24.856339869281047,42.77,16.91,1335.48,RAYAGADA
