iter	RMSE
528	0.2524572217
529	0.2519810217
530	0.2516692258
531	0.2514263296
532	0.2512920096
533	0.250726925
534	0.2502023091
535	0.2498545315
536	0.2493616919
537	0.248829014
538	0.2485389559
539	0.2483950315
540	0.2481333871
541	0.2478358149
542	0.2472073842
543	0.2468463878
544	0.2463650244
545	0.2462404316
546	0.2459944226
547	0.2454991596
548	0.2450964141
549	0.2448466391
550	0.2443588317
551	0.2441437589
552	0.2437387487
553	0.2433741468
554	0.2432205544
555	0.2427931751
556	0.2422441227
557	0.2418131246
558	0.241364658
559	0.2408788411
560	0.2408476835
561	0.2405628168
562	0.2400869264
563	0.2398970623
564	0.2396082902
565	0.2392445975
566	0.2390899621
567	0.2386265765
568	0.2385960587
569	0.2383786115
570	0.2383232549
571	0.2380067624
572	0.2374536415
573	0.2370483033
574	0.2366096914
575	0.2363633969
576	0.2360924816
577	0.2357114002
578	0.2352799956
579	0.2351743453
580	0.2348671062
581	0.234641966
582	0.2342184486
583	0.2340237918
584	0.2337184804
585	0.2332049569
586	0.2328130356
587	0.2323341855
588	0.2318133091
589	0.2315528507
590	0.231466541
591	0.2313052239
592	0.2308321618
593	0.2305514363
594	0.2302623136
595	0.2302479729
596	0.2299706418
597	0.2296856355
598	0.2296411404
599	0.2293336932
600	0.2289903341
601	0.2287895639
602	0.2285660513
603	0.2280258571
604	0.2278032365
605	0.2273413115
606	0.2271843545
607	0.227177847
608	0.226861212
609	0.2266852455
610	0.2264724628
611	0.2261214516
612	0.226108779
613	0.2258638383
614	0.225690914
615	0.2255734546
616	0.2252156331
617	0.2247725292
618	0.2244108377
619	0.2244089886
620	0.2242513618
621	0.2239266043
622	0.2237274778
623	0.2232237163
624	0.2229931691
625	0.2226895937
626	0.2224811997
627	0.2223356704
628	0.2222848528
629	0.2220729238
630	0.2219727274
631	0.221744066
632	0.2213155953
633	0.2208142617
634	0.2206011256
635	0.2201095433
636	0.2198537323
637	0.219484226
638	0.2190865534
639	0.2188409895
640	0.2186463169
641	0.2184322395
642	0.2178741549
643	0.2176149287
644	0.2171504313
645	0.2168737439
646	0.2168240239
647	0.2166069905
648	0.2164239663
649	0.2162083679
650	0.2159356687
651	0.2155623351
652	0.2153947279
653	0.2153548596
654	0.2151835263
655	0.2146860576
656	0.2143318131
657	0.2141033844
658	0.2138886766
659	0.2135209386
660	0.2131983781
661	0.212876642
662	0.2125675929
663	0.2119988039
664	0.211765819
665	0.2114975198
666	0.2112472594
667	0.211199679
668	0.2110429076
669	0.210797408
670	0.2107311737
671	0.2104222218
672	0.2102559457
673	0.210080146
674	0.2100673827
675	0.2100378473
676	0.2097808784
677	0.2095238534
678	0.2095196269
679	0.2094336419
680	0.2094151326
681	0.209354695
682	0.2089641214
683	0.2089152805
684	0.2086424787
685	0.2085697867
686	0.2083315733
687	0.2082015483
688	0.2080412447
689	0.2076192256
690	0.207359183
691	0.2072748618
692	0.2068609481
693	0.2067401573
694	0.2065644603
695	0.2064036778
696	0.206043353
697	0.2059595679
698	0.2057083672
699	0.2054211688
700	0.205115973
701	0.2050567973
702	0.2046959435
703	0.2045514169
704	0.2042315252
705	0.2042205728
706	0.2041471961
707	0.2037679814
708	0.2033863888
709	0.203250258
710	0.2030751797
711	0.2028528058
712	0.2027875807
713	0.2023907052
714	0.202205326
715	0.2020477679
716	0.2018942213
717	0.2018714385
718	0.201701787
719	0.2016043218
720	0.2014509661
721	0.201279703
722	0.2008876319
723	0.2005789672
724	0.200356827
725	0.2002062412
726	0.2001300119
727	0.1997321924
728	0.199672916
729	0.1995727462
730	0.1994675502
731	0.1993322505
732	0.1989028225
733	0.1988254376
734	0.1986395972
735	0.1984525041
736	0.1983815762
737	0.19831152
738	0.1981673626
739	0.1980103431
740	0.1978059639
741	0.1977527531
742	0.1977464262
743	0.1977102058
744	0.1975391458
745	0.1974384299
746	0.197262242
747	0.19724501
748	0.1970423995
749	0.1967565731
750	0.1966071704
751	0.1965706178
752	0.1960995565
753	0.195967186
754	0.195824143
755	0.1956433094
756	0.195425163
757	0.1953318864
758	0.1950615708
759	0.1949938526
760	0.1948612787
761	0.1944095554
762	0.1941869553
763	0.19391419
764	0.1936838966
765	0.1934503431
766	0.1932383494
767	0.1929104017
768	0.1927486142
769	0.1926626891
770	0.1923396768
771	0.1921670641
772	0.1919328641
773	0.191638565
774	0.1915419446
775	0.1913573179
776	0.1910500488
777	0.1908479514
778	0.1906602011
779	0.1905955703
780	0.1905508925
781	0.1901875886
782	0.1898243765
783	0.1896925007
784	0.1896316499
785	0.189453081
786	0.1891534516
787	0.1890282782
788	0.1888850311
789	0.1888189533
790	0.188659146
791	0.1886337612
792	0.1885432582
793	0.1884027806
794	0.1882729847
795	0.1881699875
796	0.187947841
797	0.1876801841
798	0.1875289433
799	0.187139134
800	0.1867144291
801	0.1864993351
802	0.1862217126
803	0.1860412169
804	0.1859980638
805	0.1859883983
806	0.1859330038
807	0.1855351612
808	0.185215165
809	0.1849697738
810	0.1848275235
811	0.1846192722
812	0.1846079161
813	0.1843415166
814	0.1843159244
815	0.1842040063
816	0.1840579626
817	0.1837822401
818	0.1837066119
819	0.1834093867
820	0.1830897723
821	0.1827605893
822	0.1826182436
823	0.182559331
824	0.1824956784
825	0.1821373949
826	0.1818062923
827	0.1817157117
828	0.1816739963
829	0.181635484
830	0.1815218661
831	0.1814316061
832	0.1812438318
833	0.1811409385
834	0.1808624004
835	0.1805650803
836	0.1804153459
837	0.1801109449
838	0.1799982715
839	0.1799118063
840	0.1796283769
841	0.1795689148
842	0.1794195103
843	0.1793601369
844	0.1792500607
845	0.179100445
846	0.1790392971
847	0.1789278345
848	0.17890192
849	0.1787377054
850	0.178459829
851	0.1783152513
852	0.1782245362
853	0.1780708124
854	0.1779540834
855	0.1778547458
856	0.1777292565
857	0.1775659124
858	0.1774419517
859	0.1771670503
860	0.1771134965
861	0.176800322
862	0.1767185573
863	0.176662663
864	0.1763148384
865	0.176253446
866	0.1761570933
867	0.1758219657
868	0.175586873
869	0.1754729007
870	0.1753511425
871	0.1750502691
872	0.1750003752
873	0.1748828146
874	0.1747402747
875	0.1746828551
876	0.1745149673
877	0.17444582
878	0.1741951185
879	0.1741727758
880	0.1738652754
881	0.1738538171
882	0.1737543508
883	0.1736622907
884	0.1734955593
885	0.1733798904
886	0.1731086845
887	0.1729631448
888	0.1728983158
889	0.1726396622
890	0.1725287125
891	0.1723562105
892	0.17227233
893	0.1720795156
894	0.1718351359
895	0.171594984
896	0.1715844655
897	0.1714002948
898	0.1713803441
899	0.1712145096
900	0.1710042517
901	0.1707692643
902	0.170636761
903	0.170493646
904	0.1703438788
905	0.1701411056
906	0.1700715426
907	0.170058798
908	0.1699041402
909	0.1697896903
910	0.1696143049
911	0.1695271957
912	0.1694460375
913	0.1693410848
914	0.169266209
915	0.1690806715
916	0.1689979428
917	0.1688731995
918	0.1686584457
919	0.1685459753
920	0.1684334387
921	0.1683920979
922	0.1683383326
923	0.1680891997
924	0.1680196604
925	0.1678513942
926	0.1677120317
927	0.1676540815
928	0.1675219032
929	0.167514478
930	0.1674485583
931	0.1673962345
932	0.167137051
933	0.1669950708
934	0.1667763955
935	0.1666695839
936	0.1663899864
937	0.1662482125
938	0.1660208751
939	0.1658293434
940	0.1657342871
941	0.1656427515
942	0.1655019974
943	0.1652482648
944	0.165064968
945	0.16486488
946	0.164702199
947	0.1645208704
948	0.1643801605
949	0.1642846786
950	0.1640898162
951	0.163964612
952	0.1638464535
953	0.1637176976
954	0.1634368574
955	0.163356703
956	0.1632850888
957	0.1632499976
958	0.163064457
959	0.1628605888
960	0.1628266735
961	0.1627328175
962	0.1625703322
963	0.1624253545
964	0.162342685
965	0.1623109423
966	0.1622528883
967	0.162082404
968	0.1619303186
969	0.1617672683
970	0.1615374361
971	0.1614224072
972	0.1613887028
973	0.1611889159
974	0.1610079387
975	0.1608349603
976	0.1607197731
977	0.160515711
978	0.1604293611
979	0.1601408053
980	0.1597377924
981	0.1595409729
982	0.1594056389
983	0.1592897919
984	0.1592120053
985	0.1591041013
986	0.1588929266
987	0.1588652948
988	0.1587646412
989	0.158682313
990	0.1585640066
991	0.1584392748
992	0.1581766702
993	0.1581121595
994	0.1579343461
995	0.1577334239
996	0.157658541
997	0.1575501863
998	0.157372
999	0.1571630126
